#													
#   VizieR Astronomical Server vizier.u-strasbg.fr													
#    Date: 2018-07-17T09:02:53 [V1.99+ (14-Oct-2013)]													
#   In case of problem, please report to:	cds-question@unistra.fr												
#													
#													
#Coosys	J2000:	eq_FK5 J2000											
#INFO	votable-version=1.99+ (14-Oct-2013)												
#INFO	-ref=VIZ5b4db0a53aa1												
#INFO	-out.max=1000												
#INFO	queryParameters=22												
#-oc.form=dec													
#-out.max=1000													
#-out.add=_RAJ,_DEJ													
#-nav=cat:J/AJ/152/113&tab:{J/AJ/152/113/table3}&key:source=J/AJ/152/113/table3&HTTPPRM:&													
#-c.eq=J2000													
#-c.r=  2													
#-c.u=arcmin													
#-c.geom=r													
#-source=J/AJ/152/113/table3													
#-order=I													
#-out=EPIC													
#-out=f_EPIC													
#-out=t													
#-out=Name													
#-out=RAJ2000													
#-out=DEJ2000													
#-out=OName													
#-out=Vmag													
#-out=Ksmag													
#-out=(V-K)0													
#-out=Mm													
#-out=PapIII													
#													
													
#RESOURCE=yCat_51520113													
#Name: J/AJ/152/113													
#Title: Pleiades members with K2 light curves. I. Periods (Rebull+, 2016)													
#Table	J_AJ_152_113_table3:												
#Name: J/AJ/152/113/table3													
#Title: Supporting data for Pleiades members not detected to be periodic in the K2 data													
56.9351	24.61557	211103431	 	 	034744.42+243656.0	56.9351	24.61557	UGCSJ034744.44+243655.6	     	13.15	5.14	ok  	1
57.03671	25.02939	211127791	 	 	034808.81+250145.8	57.03671	25.02939	BPL167                 	16.19	11.25	4.83	best	1
57.05957	24.26412	211080885	 	 	034814.29+241550.8	57.05957	24.26412	BPL169                 	     	14.24	6.56	best	1
57.17784	24.45545	211093202	 	 	034842.68+242719.6	57.17784	24.45545	HHJ44                  	19.29	13.49	5.69	best	1
57.31298	24.60631	211102810	 	 	034915.11+243622.7	57.31298	24.60631	BPL202                 	     	14.48	7.31	best	1
57.34057	24.38097	211088413	 	 	034921.73+242251.4	57.34057	24.38097	HD23873=HII2263        	     	6.65	-0.17	best	1
57.40047	23.93984	211060530	a	 	034936.11+235623.4	57.40047	23.93984	HCG373                 	17.46	12.28	5.07	best	1
57.4205	23.34161	211023311	 	 	034940.91+232029.7	57.4205	23.34161	HD23924=HII2415        	8.1	7.65	0.34	best	1
57.55247	23.81364	211052416	 	 	035012.59+234849.1	57.55247	23.81364	DH660                  	     	13.59	5.85	best	1
58.03669	20.4386	210837336	 	t	035208.80+202618.9	58.03669	20.4386	PELS063                	11.93	9.14	2.68	ok  	1
58.1758	25.17845	211136223	 	 	035242.19+251042.4	58.1758	25.17845	DH762                  	     	13.77	5.78	best	1
58.226	25.29542	211142460	 	 	035254.23+251743.5	58.226	25.29542	HCG464                 	     	12.46	5.21	best	1
58.28113	25.30099	211142730	 	 	035307.47+251803.5	58.28113	25.30099	BPL279                 	     	13.59	6.35	ok  	1
58.34028	24.05745	211067949	 	 	035321.66+240326.8	58.34028	24.05745	BPL282                 	     	13.25	5.99	best	1
58.35033	19.42136	210770541	 	 	035324.07+192516.8	58.35033	19.42136	s4543478               	     	11.29	5.03	best	1
58.45019	23.81941	211052796	 	 	035348.04+234909.8	58.45019	23.81941	HHJ28                  	     	13.51	6.54	best	1
59.04326	23.04004	211004088	 	 	035610.38+230224.1	59.04326	23.04004	                       	     	11.62	4.59	best	1
59.21794	25.16815	211135624	 	 	035652.30+251005.3	59.21794	25.16815	HHJ17                  	20.74	13.98	6.65	best	1
59.23784	24.80964	211115160	 	 	035657.08+244834.7	59.23784	24.80964	HCG511                 	16.04	11.23	4.7	best	1
59.55802	25.1077	211132306	 	 	035813.92+250627.7	59.55802	25.1077	s5305712               	     	11.41	4.85	ok  	1
59.70856	21.6148	210914325	 	 	035850.05+213653.2	59.70856	21.6148	UGCSJ035850.06+213652.8	     	13.19	6.58	best	1
59.73499	24.30901	211083805	 	 	035856.39+241832.4	59.73499	24.30901	HHJ292ab               	     	12.21	5.15	best	1
59.87215	21.66567	210917578	 	 	035929.31+213956.4	59.87215	21.66567	DH878                  	     	13.61	6.08	best	1
59.98289	25.66418	211162249	 	 	035955.89+253951.0	59.98289	25.66418	                       	     	12.07	5.08	best	1
60.07049	23.43975	211029542	 	 	040016.91+232623.0	60.07049	23.43975	UGCSJ040016.93+232622.5	     	12.32	4.91	best	1
60.27414	23.57897	211038138	 	t	040105.79+233444.3	60.27414	23.57897	UGCSJ040105.81+233443.8	     	12.33	5.01	best	1
60.49822	25.32016	211143760	 	 	040159.57+251912.5	60.49822	25.32016	DH902                  	     	14.22	5.85	best	1
60.93402	22.9443	210998086	 	 	040344.16+225639.4	60.93402	22.9443	PELS174                	9.73	8.18	1.44	best	1
61.1549	23.39764	211026906	 	t	040437.17+232351.5	61.1549	23.39764	s5092529               	     	11.36	4.67	best	1
